syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CK,CKC,ø,ø,ø,9,7,7,11,9,13,4,3,3,5,4,4,0,light,light,light,light,light,schwa,c,c,c,o,o,c,CK,CK,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,K,K,L,L,K,2,2,2,2,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,CVC,CVC,CVC,CVV,CVV,CVC,2,2,2,0,0,2,V,N,F,1,makadamisieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,11,8,7,9,9,4,5,2,3,4,4,-1,light,light,light,light,light,light,c,o,c,c,o,c,CK,CL,CKC,CK,AL,LC,C,C,C,C,A,,,,C,,,C,K,L,K,K,L,L,2,2,2,3,2,2,1,0,1,1,0,1,1,1,1,1,1,0,1,2,1,1,2,2,CVC,CVV,CVC,CVC,CVV,VVC,2,0,2,2,0,0,N,R,T,1,Manifestation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,11,9,10,9,9,4,5,4,5,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CK,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,K,L,L,K,L,L,2,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Manipulation,ultima
ø,keit,t,ø,eit,keit,ø,C,ø,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,11,9,16,15,12,4,5,4,5,5,4,0,light,light,light,light,light,light,c,o,o,c,c,c,CK,CL,CL,ø,ø,CDC,C,C,C,C,C,C,,,,C,C,C,K,L,L,L,L,D,2,2,2,4,3,4,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,CVC,CVV,CVV,ø,ø,CVVC,2,0,0,1,1,1,N,A,T,1,Manipulierbarkeit,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,11,8,9,12,13,4,5,2,4,6,4,0,light,light,light,light,light,schwa,c,o,c,o,o,c,CK,CL,CKC,CL,CL,CKC,C,C,C,C,C,C,,,C,,,C,K,L,K,L,L,K,2,2,3,2,3,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,1,CVC,CVV,CVC,CVV,CVV,CVC,2,0,2,0,0,2,V,N,F,1,manufakturieren,paenultima
ø,ø,g,ø,ung,rung,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCL,ø,ø,9,12,9,11,6,15,4,6,4,3,6,5,0,light,light,schwa,light,light,light,c,o,c,c,o,c,CK,CL,ø,CKC,L,CKC,C,C,,C,,C,,,C,C,,C,K,L,K,K,L,K,2,2,2,3,2,4,1,0,1,1,0,1,1,1,0,1,0,1,1,2,1,1,2,1,CVC,CVV,ø,CVC,ø,CVC,2,0,1,2,0,2,N,ø,T,0,Marienverehrung,sekunda
ø,ø,s,ø,mus,ø,ismus,C,KC,CKC,CCKC,KCCKC,noacc,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,7,12,10,13,12,4,3,6,10,4,4,0,light,light,light,light,light,light,c,o,o,o,c,c,CK,CL,CL,L,CKC,CKC,C,C,C,,C,C,,,,,C,C,K,L,L,L,K,K,2,2,2,1,3,3,1,0,0,0,1,1,1,1,1,0,1,1,1,2,2,2,1,1,CVC,CVV,CVV,VV,CVC,CVC,2,0,0,0,2,2,N,N,T,1,Materialismus,paenultima
ø,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,7,12,6,13,10,4,3,6,6,4,3,0,light,light,light,light,light,light,c,o,o,c,c,c,CK,CL,CL,ø,CKC,CKC,C,C,C,,C,C,,,,,C,C,K,L,L,K,K,K,2,2,2,1,2,6,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,CVC,CVV,CVV,ø,CVC,CVC,2,0,0,1,2,2,A,N,F,1,materialistisch,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,ø,ø,9,12,6,10,9,9,4,6,6,5,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,L,CK,AL,LC,C,C,,C,A,,,,,,,C,L,L,L,K,L,L,2,2,1,2,2,2,0,0,0,1,0,1,1,1,0,1,1,0,2,2,2,1,2,2,CVV,CVV,ø,CVC,CVV,VVC,0,0,0,2,0,0,N,R,T,1,Melioration,ultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,12,9,10,9,12,8,4,4,5,4,6,2,-1,light,light,light,light,light,light,c,o,c,o,o,c,CKC,CL,CK,CL,CL,CLC,C,C,C,C,C,C,C,,,,,C,K,L,K,L,L,L,3,2,2,2,2,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,2,CVC,CVV,CVC,CVV,CVV,CVVC,2,0,2,0,0,1,N,A,T,1,Mensurabilitaet,ultima
ø,ø,e,ø,ø,ø,ø,K,ø,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,ø,ø,9,7,6,10,10,7,4,3,6,5,5,3,0,light,light,light,light,light,schwa,o,o,o,o,o,o,CL,CL,L,CL,CL,CK,C,C,,C,C,C,,,,,,,L,L,L,L,L,K,2,2,1,2,2,2,0,0,0,0,0,0,1,1,0,1,1,1,2,2,2,2,2,1,CVV,CVV,ø,CVV,CVV,CV,0,0,0,0,0,1,N,N,T,1,Meteorologe,paenultima
ø,ø,e,ø,ø,ø,ø,L,ø,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,ø,ø,9,7,6,10,10,9,4,3,6,5,5,4,0,light,light,light,light,light,light,o,o,o,o,o,o,CL,CL,L,CL,CL,ø,C,C,,C,C,C,,,,,,,L,L,L,L,L,L,2,2,1,2,2,3,0,0,0,0,0,0,1,1,0,1,1,1,2,2,2,2,2,2,CVV,CVV,ø,CVV,CVV,ø,0,0,0,0,0,0,N,ø,T,0,Meteorologie,ultima
ø,ø,h,ch,sch,isch,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CL,CLC,CLCL,ø,ø,9,7,6,10,10,10,4,3,6,5,5,3,0,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,L,CL,CL,CKC,C,C,,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,1,2,2,5,0,0,0,0,0,1,1,1,0,1,1,1,2,2,2,2,2,1,CVV,CVV,ø,CVV,CVV,CVC,0,0,0,0,0,2,A,N,F,1,meteorologisch,paenultima
ø,ø,e,ø,ø,ø,ø,L,ø,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,ø,ø,ø,11,11,9,6,10,9,5,3,4,6,5,4,-1,light,light,light,light,light,light,o,o,o,o,o,o,CL,CCL,CL,L,CL,ø,C,CC,C,,C,C,,,,,,,L,L,L,L,L,L,2,3,2,1,2,3,0,0,0,0,0,0,1,2,1,0,1,1,2,2,2,2,2,2,CVV,CCVV,CVV,VV,CVV,ø,0,1,0,0,0,0,N,N,T,1,Mikrobiologie,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,11,12,11,12,9,13,5,6,5,6,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,militarisieren,paenultima
ø,ø,g,ø,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,11,12,11,12,9,15,5,6,5,6,4,5,0,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,4,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,N,V,T,1,Militarisierung,paenultima
ø,ø,e,ø,ø,ø,ø,K,ø,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCC,ø,ø,14,11,7,11,11,7,4,3,3,5,3,3,-1,light,schwa,schwa,light,schwa,schwa,c,c,o,c,c,o,CKC,CKC,CK,CK,CKC,CK,C,C,C,C,C,C,C,C,,,C,,K,K,K,K,K,K,3,3,2,3,3,2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,ø,CVC,CVC,CV,2,2,1,2,2,1,N,A,T,1,Minderbemittelte,prima
ø,ø,e,ø,ø,ø,ø,K,ø,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,11,12,7,12,10,10,5,4,3,6,10,5,-1,light,light,light,light,light,schwa,o,c,o,o,o,o,CL,CKC,CL,CL,L,CK,C,C,C,C,,C,,C,,,,,L,K,L,L,L,K,2,2,3,2,1,2,0,1,0,0,0,0,1,1,1,1,0,1,2,1,2,2,2,1,CVV,CVC,CVV,CVV,ø,CV,0,2,0,0,0,1,N,N,T,1,Ministeriale,paenultima
ø,isch,h,ch,sch,isch,ø,C,KC,ø,ø,ø,ø,ø,mit,m,ø,ø,ø,ø,C,CK,CKC,ø,ø,ø,11,11,10,10,7,9,5,3,10,5,3,4,-1,light,schwa,light,light,light,light,c,c,o,o,o,c,CK,CKC,ø,CL,CL,ø,C,C,,C,C,,,C,,,,C,K,K,D,L,L,K,3,3,2,2,2,4,1,1,0,0,0,1,1,1,0,1,1,0,1,1,2,2,2,1,CVC,CVC,ø,CVV,CVV,ø,2,2,0,0,0,1,A,N,F,1,mitteleuropaeisch,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,9,12,7,9,9,4,4,6,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,L,L,K,L,L,2,2,2,2,2,2,0,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,CVV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,N,R,T,1,Mobilisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,9,9,7,9,9,4,4,4,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,L,L,K,L,L,2,2,2,2,2,2,0,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,CVV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,N,R,T,1,Modifikation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,9,10,9,9,13,4,4,5,4,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,monologisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,9,7,12,9,13,4,4,3,6,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,monopolisieren,paenultima
ø,ø,g,ø,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,9,7,12,9,15,4,4,3,6,4,5,1,light,light,light,light,light,light,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,4,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,N,V,T,1,Monopolisierung,paenultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,11,12,11,12,8,4,5,4,5,6,2,-1,light,light,light,light,light,light,o,o,c,o,o,c,CL,CL,CKC,CL,CL,CLC,C,C,C,C,C,C,,,C,,,C,L,L,K,L,L,L,2,2,3,2,2,3,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,2,2,2,CVV,CVV,CVC,CVV,CVV,CVVC,0,0,2,0,0,1,N,A,T,1,Monumentalitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,13,9,9,7,9,9,4,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,ø,T,0,Mortifikation,ultima
ø,ø,r,ø,ø,ø,ø,C,LC,ø,ø,ø,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,15,9,11,12,6,13,5,4,5,6,6,4,-1,light,light,light,light,light,light,c,o,o,o,o,c,CKC,CL,CL,CL,L,CLC,C,C,C,C,,C,C,,,,,C,K,L,L,L,L,L,3,2,3,2,1,3,1,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,2,CVC,CVV,CVV,CVV,ø,CVVC,2,0,0,0,0,1,N,N,T,1,Multimillionaer,ultima
ø,ø,l,ø,ø,ø,ø,C,LC,ø,ø,ø,ø,ø,ø,m,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,15,9,9,9,6,17,5,4,4,4,6,5,0,light,light,light,light,light,light,c,o,c,o,o,c,CKC,CL,CK,ø,L,CLC,C,C,C,A,,C,C,,,,,C,K,L,K,L,L,L,3,2,2,2,1,3,1,0,1,0,0,1,1,1,1,1,0,1,1,2,1,2,2,2,CVC,CVV,CVC,CVV,ø,CVVC,2,0,2,0,0,1,A,A,F,1,multinational,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,15,9,13,7,9,9,5,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,ø,CK,AL,LC,C,C,CC,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,3,2,2,2,1,0,0,1,0,1,1,1,2,1,1,0,1,2,2,1,2,2,CVC,CVV,ø,CVC,CVV,VVC,2,0,1,2,0,0,N,R,T,1,Multiplikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,11,11,9,7,9,9,5,5,4,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,L,L,L,K,L,L,2,2,2,2,2,2,0,0,0,1,0,1,1,1,1,1,1,0,2,2,2,1,2,2,CVV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,N,N,T,1,Mumifikation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CL,CLC,CLCL,ø,ø,11,11,9,6,11,13,5,5,4,6,5,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,AL,L,CL,CKC,C,C,A,,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,2,2,2,2,2,1,CVV,CVV,CVV,VV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,munitionieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,M,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,12,9,9,7,9,9,4,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,2,3,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Mystifikation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,m,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,11,7,10,9,9,13,5,3,5,4,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,3,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,N,F,1,mythologisieren,paenultima
ø,ø,e,ø,ø,ø,ø,K,ø,ø,ø,ø,ø,ø,nach,n,ø,ø,ø,ø,C,CL,CLC,ø,ø,acc,14,10,9,11,11,7,4,5,4,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,o,ø,CK,CK,CKC,ø,CK,C,C,C,C,C,C,C,,,C,,,L,K,K,K,D,K,4,3,2,3,3,2,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,2,1,ø,CVC,CVC,CVC,CVV,CV,1,2,2,2,0,1,ADV,A,F,1,nachlaessigerweise,prima
ø,ø,s,ø,mus,ø,ismus,C,KC,CKC,CCKC,KCCKC,noacc,ø,ø,N,ø,ø,ø,ø,C,CK,ø,ø,ø,ø,9,9,6,13,13,12,4,4,6,6,4,4,0,light,light,light,light,light,light,c,o,o,o,c,c,CK,ø,L,CL,CKC,CKC,C,A,,C,C,C,,,,,C,C,K,L,L,L,K,K,2,2,1,2,3,3,1,0,0,0,1,1,1,1,0,1,1,1,1,2,2,2,1,1,CVC,CVV,ø,CVV,CVC,CVC,2,0,0,0,2,2,N,A,T,1,Nationalismus,paenultima
ø,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,ø,ø,n,ø,ø,ø,ø,C,CK,ø,ø,ø,ø,9,9,6,9,13,10,4,4,6,4,4,3,0,light,light,light,light,light,light,c,o,o,c,c,c,CK,ø,L,CK,CKC,CKC,C,A,,C,C,C,,,,,C,C,K,L,L,K,K,K,2,2,1,2,2,6,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,CVC,CVV,ø,CVC,CVC,CVC,2,0,0,2,2,2,A,A,F,1,nationalistisch,paenultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,N,ø,ø,ø,ø,C,CK,ø,ø,ø,ø,9,9,6,9,12,8,4,4,6,4,6,2,0,light,light,light,light,light,light,c,o,o,c,o,c,CK,ø,L,CK,CL,CLC,C,A,,C,C,C,,,,,,C,K,L,L,K,L,L,2,2,1,2,2,3,1,0,0,1,0,1,1,1,0,1,1,1,1,2,2,1,2,2,CVC,CVV,ø,CVC,CVV,CVVC,2,0,0,2,0,1,N,A,T,1,Nationalitaet,ultima
ø,ø,h,ch,ø,ø,ø,C,KC,CKC,CCKC,ø,noacc,ø,ø,n,ø,ø,ø,ø,C,CK,ø,ø,ø,ø,9,9,6,17,13,13,4,4,6,5,3,4,1,light,light,light,light,light,light,c,o,o,c,c,c,CK,ø,L,ø,ø,CKC,C,A,,C,CC,C,,,,C,C,C,K,L,L,L,L,K,2,2,1,3,5,4,1,0,0,1,1,1,1,1,0,1,2,1,1,2,2,2,2,1,CVC,CVV,ø,ø,ø,CVC,2,0,0,1,1,2,A,N,F,1,nationalstaatlich,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,n,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,9,10,12,9,13,4,4,5,6,4,4,0,light,light,light,light,light,schwa,c,o,c,o,o,c,CK,CL,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,K,L,L,K,2,2,2,2,3,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,1,CVC,CVV,CVC,CVV,CVV,CVC,2,0,2,0,0,2,V,R,F,1,naturalisieren,paenultima
ø,ø,g,ø,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,N,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,9,10,12,9,15,4,4,5,6,4,5,0,light,light,light,light,light,light,c,o,c,o,o,c,CK,CL,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,K,L,K,L,L,K,2,2,2,2,3,4,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,1,CVC,CVV,CVC,CVV,CVV,CVC,2,0,2,0,0,2,N,V,T,1,Naturalisierung,paenultima
ø,ø,e,ø,ø,ø,ø,K,ø,ø,ø,ø,ø,ø,ø,n,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,13,12,11,11,7,4,4,6,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,o,CK,ø,CK,CKC,ø,CK,C,C,C,C,C,C,,C,,C,,,K,L,K,K,D,K,2,3,2,4,3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,2,1,CVC,ø,CVC,CVC,CVV,CV,2,1,2,2,0,1,ADV,A,F,1,natuerlicherweise,sekunda
ø,ler,r,ø,ø,ø,ø,C,KC,CKC,CCKC,ø,noacc,ø,ø,N,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,13,9,10,9,14,4,4,4,3,2,4,0,light,light,light,schwa,heavy,schwa,c,c,c,c,c,c,CK,ø,CK,CKC,ø,CKC,C,C,C,C,C,C,,C,,C,CC,C,K,L,K,K,K,K,2,3,3,3,6,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,CVC,ø,CVC,CVC,ø,CVC,2,1,2,2,3,2,N,N,T,1,Naturwissenschaftler,sekunda
ø,ø,h,ch,ø,ø,ø,C,KC,CKC,CCKC,ø,noacc,ø,ø,n,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,9,13,9,10,9,13,4,4,4,3,2,4,0,light,light,light,schwa,heavy,light,c,c,c,c,c,c,CK,ø,CK,CKC,ø,CKC,C,C,C,C,C,C,,C,,C,CC,C,K,L,K,K,K,K,2,3,3,3,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,CVC,ø,CVC,CVC,ø,CVC,2,1,2,2,3,2,A,N,F,1,naturwissenschaftlich,sekunda
ø,ø,r,ø,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,N,ø,ø,ø,ø,C,CL,ø,ø,ø,ø,9,6,7,12,11,13,4,6,3,6,5,4,1,light,light,light,light,light,schwa,o,c,o,o,o,c,CL,ø,CL,CL,CL,CKC,C,,C,C,C,C,,,,,,C,L,K,L,L,L,K,2,1,2,2,2,3,0,1,0,0,0,1,1,0,1,1,1,1,2,1,2,2,2,1,CVV,ø,CVV,CVV,CVV,CVC,0,1,0,0,0,2,N,ø,T,0,Neapolitaner,paenultima
ø,ø,h,ch,sch,isch,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,n,ø,ø,ø,ø,C,CL,ø,ø,ø,ø,9,6,7,12,11,12,4,6,3,6,5,4,1,light,light,light,light,light,light,o,c,o,o,o,c,CL,ø,CL,CL,CL,CKC,C,,C,C,C,C,,,,,,C,L,K,L,L,L,K,2,1,2,2,2,5,0,1,0,0,0,1,1,0,1,1,1,1,2,1,2,2,2,1,CVV,ø,CVV,CVV,CVV,CVC,0,1,0,0,0,2,A,ø,F,0,neapolitanisch,paenultima
